macro_bairro,nome_cliente,bairro_destino,order_datetime,platform,order_mode,distance_km,tempo_preparo_minutos,status,eta_minutes_quote,actual_delivery_minutes,total_brl,classe_pedido,platform_commission_pct,num_itens,satisfacao_nivel
Morumbi,André Miranda,Real Parque,2024-11-13 19:57:00,ifood,delivery,8.91,27,delivered,58,62.0,153.51,combo,0.16,5,4
Itaim,Patrícia Teixeira,Itaim Bibi,2024-11-13 21:52:00,rappi,delivery,5.47,16,delivered,45,36.9,91.17,prato_unico,0.16,3,5
Brooklin,Carla Castro,Campo Belo,2024-11-13 22:56:00,ifood,delivery,2.35,12,delivered,37,16.7,67.01,prato_unico,0.12,2,5
Vila Mariana,Gabriela Lima,Paraíso,2024-11-14 00:02:00,whatsapp,retirada,0.06,6,delivered,22,8.1,68.95,prato_unico,0.0,1,5
Moema,Lucas U. Moreira,Ibirapuera,2024-11-14 06:20:00,rappi,delivery,2.82,7,delivered,38,22.8,72.29,prato_unico,0.16,2,5
Morumbi,Rafaela Ramos,Morumbi,2024-11-14 06:43:00,ifood,delivery,8.21,12,delivered,52,36.9,50.5,prato_unico,0.16,1,5
Brooklin,Ana F. Gomes,Brooklin,2024-11-14 09:25:00,ifood,delivery,0.1,13,delivered,31,25.1,100.43,prato_unico,0.12,3,5
Moema,Daniel Teixeira,Ibirapuera,2024-11-14 11:04:00,site_proprio,delivery,2.59,19,delivered,41,26.7,104.83,combo,0.0,3,5
Brooklin,Patrícia Duarte,Campo Belo,2024-11-14 11:24:00,ifood,delivery,0.78,9,delivered,30,12.6,75.82,prato_unico,0.16,3,5
Pinheiros,João L. Oliveira,Pinheiros,2024-11-14 13:35:00,ifood,delivery,6.4,26,canceled,46,46.0,145.3,combo,0.16,3,4
Vila Olímpia,Fernanda L. Rocha,Vila Olímpia,2024-11-14 14:41:00,rappi,delivery,3.13,33,delivered,43,47.6,185.55,familia,0.16,2,4
Vila Olímpia,Rafael Barbosa,Vila Olímpia,2024-11-14 14:51:00,ifood,delivery,3.34,27,delivered,44,31.9,216.24,familia,0.12,4,5
Moema,Gabriela Nogueira,Moema,2024-11-14 14:54:00,rappi,delivery,2.58,20,delivered,36,27.6,144.15,combo,0.12,4,5
Jardins,Igor Costa,Jardim Paulista,2024-11-14 14:55:00,ifood,delivery,6.46,10,delivered,46,26.5,55.09,prato_unico,0.12,2,5
Santo Amaro,Yasmin Ribeiro,Santo Amaro,2024-11-14 19:40:00,rappi,delivery,5.43,10,delivered,42,29.3,106.91,combo,0.16,2,5
Pinheiros,Henrique Z. Barros,Pinheiros,2024-11-14 20:26:00,rappi,delivery,4.95,10,delivered,38,32.1,55.65,prato_unico,0.16,1,5
Vila Mariana,Yasmin Oliveira,Paraíso,2024-11-14 20:35:00,rappi,delivery,4.58,14,delivered,41,33.5,92.92,prato_unico,0.16,5,5
Santo Amaro,Helena Martins,Chácara Santo Antônio,2024-11-14 20:35:00,ifood,delivery,5.67,17,canceled,46,25.3,188.13,combo,0.12,6,5
Itaim,Mariana Ribeiro,Itaim Bibi,2024-11-14 21:13:00,ifood,delivery,3.8,20,delivered,43,44.6,114.55,combo,0.16,3,4
Brooklin,Felipe C. Carvalho,Campo Belo,2024-11-15 06:20:00,ifood,delivery,0.1,28,delivered,31,32.6,267.47,familia,0.12,8,4
Vila Mariana,Thiago Silva,Paraíso,2024-11-15 08:52:00,ifood,delivery,4.17,18,delivered,41,29.5,138.51,combo,0.16,5,5
Jardins,Júlia N. Teixeira,Jardim Paulista,2024-11-15 09:28:00,ifood,delivery,6.48,23,delivered,44,47.1,72.1,prato_unico,0.16,3,4
Moema,Valentina H. Araújo,Ibirapuera,2024-11-15 10:05:00,ifood,delivery,3.0,11,delivered,39,22.7,70.34,prato_unico,0.16,2,5
Pinheiros,André Pereira,Pinheiros,2024-11-15 11:33:00,whatsapp,retirada,0.03,18,delivered,24,16.6,84.14,prato_unico,0.0,2,5
Vila Olímpia,Larissa Martins,Vila Olímpia,2024-11-15 12:06:00,site_proprio,delivery,5.0,6,delivered,38,23.8,78.61,prato_unico,0.0,2,5
Vila Olímpia,Bruna Oliveira,Vila Olímpia,2024-11-15 12:19:00,ifood,delivery,3.29,17,delivered,34,26.4,127.03,prato_unico,0.12,5,5
Jardins,Sabrina J. Ferreira,Jardins,2024-11-15 12:22:00,ifood,delivery,5.18,6,delivered,45,21.4,108.98,prato_unico,0.12,2,5
Vila Mariana,Henrique Vieira,Vila Mariana,2024-11-15 13:21:00,site_proprio,retirada,0.3,31,delivered,30,31.4,118.56,combo,0.0,1,5
Outros,Pedro C. Rocha,Bela Vista,2024-11-15 13:35:00,site_proprio,retirada,0.16,9,delivered,24,3.1,57.25,prato_unico,0.0,2,5
Jardins,Daniel Mendes,Jardins,2024-11-15 13:39:00,rappi,delivery,6.55,16,delivered,44,39.6,119.59,combo,0.12,2,5
Morumbi,Bruna H. Oliveira,Real Parque,2024-11-15 13:48:00,site_proprio,retirada,0.29,19,delivered,26,24.5,131.21,combo,0.0,4,5
Moema,Olívia Dias,Ibirapuera,2024-11-15 13:48:00,ifood,delivery,3.62,11,delivered,41,26.5,132.69,combo,0.16,3,5
Moema,Yuri Q. Souza,Moema,2024-11-15 15:12:00,ifood,delivery,1.72,13,delivered,34,24.0,80.94,prato_unico,0.16,5,5
Vila Mariana,Valentina Nogueira,Paraíso,2024-11-15 17:12:00,rappi,delivery,5.37,39,delivered,44,62.0,296.73,familia,0.12,8,3
Itaim,André G. Melo,Itaim Bibi,2024-11-15 17:13:00,ifood,delivery,4.28,12,delivered,40,24.5,82.44,prato_unico,0.16,2,5
Brooklin,Gustavo Martins,Campo Belo,2024-11-15 18:31:00,ifood,delivery,1.78,20,delivered,35,32.0,120.74,combo,0.12,5,5
Itaim,Caio Marques,Itaim Bibi,2024-11-15 19:10:00,ifood,delivery,3.74,10,delivered,36,16.4,57.36,prato_unico,0.16,2,5
Santo Amaro,Mariana B. Cavalcanti,Santo Amaro,2024-11-15 20:29:00,ifood,delivery,7.17,14,delivered,43,34.2,83.44,prato_unico,0.12,2,5
Vila Olímpia,Carla Ramos,Vila Olímpia,2024-11-15 20:57:00,whatsapp,retirada,0.05,18,delivered,26,15.1,92.05,prato_unico,0.0,2,5
Brooklin,Yasmin Lopes,Campo Belo,2024-11-16 07:10:00,ifood,delivery,0.65,24,delivered,33,33.9,100.12,combo,0.12,2,4
Moema,Gustavo Fernandes,Ibirapuera,2024-11-16 07:10:00,site_proprio,delivery,2.51,18,delivered,40,32.7,145.1,combo,0.0,4,5
Moema,Valentina F. Nogueira,Ibirapuera,2024-11-16 09:29:00,ifood,delivery,2.84,6,delivered,35,18.3,65.59,prato_unico,0.16,5,5
Vila Mariana,Daniel V. Teixeira,Paraíso,2024-11-16 10:23:00,rappi,delivery,4.71,6,delivered,42,27.3,53.46,prato_unico,0.16,1,5
Itaim,Larissa Borges,Itaim Bibi,2024-11-16 11:00:00,ifood,delivery,3.95,45,delivered,47,57.9,312.68,familia,0.12,11,3
Moema,Eduarda N. Santos,Ibirapuera,2024-11-16 13:04:00,ifood,delivery,3.84,19,delivered,38,35.1,106.93,combo,0.12,2,5
Vila Olímpia,Mariana Rocha,Vila Olímpia,2024-11-16 13:17:00,whatsapp,retirada,0.27,15,delivered,25,16.6,59.4,prato_unico,0.0,3,5
Brooklin,Mariana Z. Oliveira,Brooklin,2024-11-16 13:37:00,rappi,delivery,0.88,7,chargeback,32,15.1,77.79,prato_unico,0.16,3,5
Outros,Bruno Z. Rezende,Perdizes,2024-11-16 14:15:00,ifood,delivery,7.71,8,delivered,50,33.3,47.33,prato_unico,0.12,1,5
Brooklin,Olívia Barros,Brooklin,2024-11-16 15:17:00,site_proprio,retirada,0.25,14,delivered,27,14.1,130.64,combo,0.0,3,5
Jardins,Tatiane Santos,Jardim Paulista,2024-11-16 15:49:00,site_proprio,delivery,5.78,49,delivered,46,75.4,235.92,familia,0.0,6,2
Outros,Larissa Miranda,Bela Vista,2024-11-16 17:13:00,ifood,delivery,8.55,9,delivered,51,42.1,45.61,prato_unico,0.16,1,5
Santo Amaro,Olívia Duarte,Santo Amaro,2024-11-16 18:00:00,ifood,delivery,6.76,13,delivered,51,32.9,40.08,prato_unico,0.16,2,5
Morumbi,Thiago Lopes,Real Parque,2024-11-16 18:08:00,ifood,delivery,6.16,40,delivered,38,55.1,234.55,familia,0.16,5,2
Vila Mariana,Nicolas Martins,Paraíso,2024-11-16 20:45:00,ifood,delivery,5.16,20,delivered,47,33.5,113.59,combo,0.16,2,5
Morumbi,Rafaela Teixeira,Morumbi,2024-11-16 21:28:00,ifood,delivery,7.97,14,delivered,48,28.8,53.37,prato_unico,0.16,2,5
Vila Olímpia,Pedro M. Cavalcanti,Vila Olímpia,2024-11-16 22:55:00,ifood,delivery,2.7,6,delivered,35,19.0,57.71,prato_unico,0.16,1,5
Moema,Gabriela Dantas,Moema,2024-11-17 10:02:00,ifood,delivery,2.08,29,delivered,39,41.7,228.61,familia,0.12,4,4
Brooklin,André Gonçalves,Brooklin,2024-11-17 10:16:00,ifood,delivery,0.3,7,delivered,27,10.0,52.37,prato_unico,0.12,1,5
Vila Olímpia,Yasmin U. Rezende,Vila Olímpia,2024-11-17 10:59:00,ifood,delivery,3.18,27,delivered,42,26.9,285.62,familia,0.12,11,4
Vila Mariana,Henrique Gomes,Vila Mariana,2024-11-17 11:50:00,ifood,delivery,4.57,6,delivered,41,19.7,68.9,prato_unico,0.12,2,5
Outros,Rafaela Martins,Liberdade,2024-11-17 12:55:00,ifood,delivery,7.0,12,delivered,43,24.9,41.54,prato_unico,0.16,1,5
Itaim,João Barros,Itaim Bibi,2024-11-17 13:24:00,ifood,delivery,3.21,10,delivered,36,28.3,108.85,prato_unico,0.16,3,5
Santo Amaro,Eduardo O. Martins,Santo Amaro,2024-11-17 14:56:00,ifood,delivery,4.3,8,delivered,36,17.3,89.34,prato_unico,0.16,5,5
Pinheiros,Gabriela Castro,Pinheiros,2024-11-17 15:52:00,ifood,delivery,6.92,24,delivered,46,55.2,109.04,prato_unico,0.16,4,3
Morumbi,Sabrina Vieira,Morumbi,2024-11-17 16:49:00,whatsapp,retirada,0.21,17,delivered,27,24.0,145.14,combo,0.0,4,5
Moema,Bruno Nogueira,Moema,2024-11-17 20:07:00,ifood,delivery,2.47,20,delivered,43,25.5,133.91,combo,0.16,4,5
Santo Amaro,Lucas Silva,Chácara Santo Antônio,2024-11-17 21:07:00,rappi,delivery,4.53,17,delivered,46,36.4,132.7,combo,0.12,3,5
Brooklin,Patrícia J. Rezende,Brooklin,2024-11-17 21:13:00,whatsapp,retirada,0.88,6,delivered,19,17.1,58.49,prato_unico,0.0,1,5
Brooklin,Yasmin F. Ribeiro,Campo Belo,2024-11-17 22:23:00,ifood,delivery,0.1,9,delivered,34,6.0,55.94,prato_unico,0.16,3,5
Brooklin,Lucas Dantas,Campo Belo,2024-11-18 10:46:00,ifood,delivery,1.48,18,delivered,27,25.1,219.42,familia,0.16,6,4
Moema,Eduarda Ferreira,Ibirapuera,2024-11-18 10:59:00,ifood,delivery,2.18,10,delivered,36,15.7,58.81,prato_unico,0.16,2,5
Vila Mariana,Valentina Duarte,Aclimação,2024-11-18 13:11:00,ifood,delivery,3.6,19,delivered,40,23.7,148.27,combo,0.12,6,5
Moema,Henrique Dantas,Ibirapuera,2024-11-18 13:56:00,ifood,delivery,4.15,14,delivered,45,17.7,61.64,prato_unico,0.16,3,5
Vila Mariana,Thiago Gomes,Vila Mariana,2024-11-18 18:51:00,site_proprio,delivery,5.59,12,delivered,41,32.5,106.5,prato_unico,0.0,4,5
Moema,Gabriela Vieira,Moema,2024-11-18 19:02:00,rappi,delivery,2.76,19,delivered,40,27.1,129.23,combo,0.16,1,5
Vila Mariana,Caio A. Martins,Paraíso,2024-11-18 19:48:00,site_proprio,delivery,6.55,9,delivered,43,30.86,121.87,combo,0.0,2,5
Morumbi,Bruno Santos,Morumbi,2024-11-18 20:03:00,rappi,delivery,8.41,17,delivered,56,49.5,82.66,prato_unico,0.16,1,5
Vila Olímpia,Matheus Batista,Vila Olímpia,2024-11-18 20:35:00,ifood,delivery,3.2,12,delivered,34,29.5,64.43,prato_unico,0.16,2,5
Brooklin,Bruna S. Ribeiro,Brooklin,2024-11-18 21:23:00,ifood,delivery,1.51,13,delivered,38,17.9,80.86,prato_unico,0.12,4,5
Brooklin,Natália Mendes,Brooklin,2024-11-19 06:51:00,ifood,delivery,0.46,19,delivered,34,20.7,113.52,combo,0.12,3,5
Pinheiros,Lucas B. Nogueira,Pinheiros,2024-11-19 08:57:00,ifood,delivery,6.92,14,delivered,46,40.4,90.86,prato_unico,0.12,3,5
Brooklin,Mariana G. Nogueira,Campo Belo,2024-11-19 09:06:00,ifood,delivery,1.58,24,delivered,38,24.7,152.61,combo,0.16,5,5
Brooklin,Nicolas Dantas,Brooklin,2024-11-19 09:07:00,ifood,delivery,2.61,11,delivered,35,21.7,57.64,prato_unico,0.12,1,5
Jardins,Bruna Duarte,Jardim Paulista,2024-11-19 09:34:00,ifood,delivery,4.51,13,delivered,49,41.6,119.83,combo,0.12,1,5
Vila Mariana,Henrique B. Souza,Paraíso,2024-11-19 10:03:00,ifood,delivery,4.54,12,delivered,38,31.4,135.67,combo,0.16,4,5
Itaim,Eduardo F. Silva,Itaim Bibi,2024-11-19 11:07:00,ifood,delivery,3.54,29,delivered,49,33.7,130.62,combo,0.12,4,5
Vila Mariana,Daniela Rezende,Aclimação,2024-11-19 11:44:00,rappi,delivery,5.47,10,delivered,41,25.0,57.79,prato_unico,0.16,2,5
Moema,Sabrina Fernandes,Moema,2024-11-19 12:27:00,ifood,delivery,3.44,19,delivered,44,27.7,175.43,combo,0.16,7,5
Vila Mariana,Patrícia Dantas,Paraíso,2024-11-19 12:29:00,ifood,delivery,5.29,6,delivered,38,24.3,110.43,prato_unico,0.16,5,5
Brooklin,Nicolas Barbosa,Brooklin,2024-11-19 14:36:00,ifood,delivery,0.7,12,delivered,36,20.72,127.88,combo,0.16,3,4
Morumbi,Daniel Barros,Real Parque,2024-11-19 14:39:00,ifood,delivery,7.46,40,delivered,53,75.7,260.45,familia,0.16,5,2
Pinheiros,Samuel I. Miranda,Pinheiros,2024-11-19 14:56:00,ifood,delivery,5.9,15,delivered,41,33.2,106.53,prato_unico,0.16,3,5
Brooklin,Larissa O. Moreira,Campo Belo,2024-11-19 21:31:00,whatsapp,retirada,0.06,12,delivered,23,10.9,126.22,combo,0.0,3,5
Vila Olímpia,Eduarda Duarte,Vila Olímpia,2024-11-20 07:27:00,rappi,delivery,2.62,6,delivered,30,20.9,52.22,prato_unico,0.16,2,5
Brooklin,Thiago Nogueira,Brooklin,2024-11-20 09:56:00,ifood,delivery,1.28,11,delivered,36,17.7,59.15,prato_unico,0.12,3,5
Brooklin,Daniel Pereira,Brooklin,2024-11-20 10:20:00,ifood,delivery,1.25,8,delivered,39,19.2,90.59,prato_unico,0.16,5,5
Santo Amaro,Henrique S. Rocha,Chácara Santo Antônio,2024-11-20 11:19:00,ifood,delivery,5.29,18,delivered,40,38.4,105.7,prato_unico,0.16,4,4
Morumbi,Gustavo S. Martins,Morumbi,2024-11-20 11:33:00,site_proprio,delivery,7.54,43,delivered,57,66.0,271.8,familia,0.0,6,4
Pinheiros,Igor Mendes,Pinheiros,2024-11-20 12:52:00,ifood,delivery,6.58,11,delivered,45,26.8,65.06,prato_unico,0.12,1,5
Jardins,Pedro H. Batista,Jardins,2024-11-20 12:53:00,site_proprio,delivery,4.06,9,delivered,36,15.3,84.73,prato_unico,0.0,2,5
Pinheiros,Valentina Y. Machado,Pinheiros,2024-11-20 19:12:00,ifood,delivery,6.63,6,delivered,44,31.4,51.12,prato_unico,0.16,1,5
Brooklin,Rafaela Mendes,Campo Belo,2024-11-20 21:27:00,ifood,delivery,1.39,23,delivered,31,35.8,117.74,combo,0.16,1,4
Moema,Caio X. Gomes,Ibirapuera,2024-11-20 21:31:00,rappi,delivery,2.49,8,delivered,30,26.1,98.75,prato_unico,0.16,4,5
Moema,Olívia N. Cavalcanti,Moema,2024-11-20 22:26:00,ifood,delivery,1.31,36,delivered,39,48.1,119.11,combo,0.12,4,3
Jardins,Rafaela Ferreira,Jardim Paulista,2024-11-21 05:40:00,ifood,delivery,4.91,36,delivered,48,61.4,232.6,familia,0.16,6,3
Vila Olímpia,Yuri W. Nogueira,Vila Olímpia,2024-11-21 07:05:00,whatsapp,retirada,0.16,9,delivered,19,7.4,81.45,prato_unico,0.0,2,5
Pinheiros,Igor Duarte,Pinheiros,2024-11-21 09:14:00,ifood,delivery,4.79,20,delivered,48,33.3,130.12,combo,0.16,3,5
Santo Amaro,João Oliveira,Chácara Santo Antônio,2024-11-21 09:55:00,ifood,delivery,4.89,19,delivered,44,41.0,97.25,combo,0.16,2,4
Morumbi,Nicolas N. Dantas,Real Parque,2024-11-21 10:14:00,site_proprio,retirada,0.1,15,delivered,23,18.8,45.55,prato_unico,0.0,3,5
Vila Olímpia,Yuri Rezende,Vila Olímpia,2024-11-21 10:46:00,ifood,delivery,2.06,19,delivered,33,28.1,79.71,prato_unico,0.16,3,5
Itaim,Rafael Nogueira,Itaim Bibi,2024-11-21 12:09:00,ifood,delivery,3.32,6,delivered,34,19.3,63.73,prato_unico,0.12,2,5
Vila Olímpia,Helena C. Vieira,Vila Olímpia,2024-11-21 12:49:00,whatsapp,retirada,0.19,6,delivered,15,8.7,91.54,combo,0.0,2,5
Vila Mariana,Daniel Silva,Paraíso,2024-11-21 13:26:00,whatsapp,retirada,0.24,10,delivered,19,18.0,80.15,prato_unico,0.0,3,5
Vila Olímpia,Eduardo T. Machado,Vila Olímpia,2024-11-21 13:45:00,ifood,delivery,3.56,6,delivered,35,24.6,62.4,prato_unico,0.16,1,5
Santo Amaro,Larissa B. Xavier,Santo Amaro,2024-11-21 13:48:00,ifood,delivery,5.21,12,delivered,40,32.9,69.66,prato_unico,0.16,1,5
Brooklin,Larissa Mendes,Brooklin,2024-11-21 13:50:00,ifood,delivery,0.1,13,delivered,31,18.9,25.06,prato_unico,0.12,1,5
Brooklin,Bruna X. Gonçalves,Campo Belo,2024-11-21 13:59:00,ifood,delivery,0.74,12,delivered,31,18.2,79.89,combo,0.16,1,5
Santo Amaro,Matheus B. Vieira,Chácara Santo Antônio,2024-11-21 14:59:00,whatsapp,retirada,0.06,30,delivered,35,30.8,259.43,familia,0.0,9,5
Brooklin,Júlia Cavalcanti,Campo Belo,2024-11-21 17:49:00,ifood,delivery,2.18,6,delivered,32,17.5,83.38,prato_unico,0.16,3,5
Moema,Caio Moreira,Ibirapuera,2024-11-21 18:53:00,ifood,delivery,3.49,15,delivered,36,20.9,79.34,prato_unico,0.16,2,5
Itaim,Rafaela X. Oliveira,Itaim Bibi,2024-11-21 19:56:00,rappi,delivery,3.53,6,delivered,31,23.4,81.88,prato_unico,0.12,3,5
Vila Mariana,Matheus Rezende,Paraíso,2024-11-21 22:33:00,ifood,delivery,6.19,12,delivered,48,27.4,73.85,prato_unico,0.16,3,5
Outros,Gustavo R. Moreira,Butantã,2024-11-22 01:59:00,rappi,delivery,4.95,16,canceled,35,30.5,57.89,prato_unico,0.16,1,5
Santo Amaro,Fernanda Dantas,Chácara Santo Antônio,2024-11-22 07:10:00,ifood,delivery,4.65,19,delivered,42,31.8,64.28,prato_unico,0.16,2,5
Pinheiros,Patrícia U. Nogueira,Pinheiros,2024-11-22 09:10:00,whatsapp,retirada,0.28,6,delivered,21,10.1,146.32,combo,0.0,5,5
Jardins,Caio Batista,Jardim Paulista,2024-11-22 14:20:00,rappi,delivery,5.26,14,delivered,44,32.3,47.39,prato_unico,0.12,1,5
Moema,Natália Castro,Moema,2024-11-22 14:47:00,ifood,delivery,2.35,7,delivered,35,7.3,88.35,prato_unico,0.12,3,5
Morumbi,Fernanda R. Santos,Real Parque,2024-11-22 15:29:00,ifood,delivery,8.27,24,delivered,50,55.4,132.32,combo,0.16,3,4
Itaim,Rafaela S. Vieira,Itaim Bibi,2024-11-22 16:46:00,rappi,delivery,3.7,7,delivered,38,16.8,64.92,prato_unico,0.16,2,5
Outros,Daniela Lopes,Perdizes,2024-11-22 17:07:00,rappi,delivery,7.23,17,delivered,51,46.6,53.75,prato_unico,0.16,1,5
Santo Amaro,Bruno Ramos,Chácara Santo Antônio,2024-11-22 19:42:00,ifood,delivery,6.24,32,delivered,48,55.5,145.27,combo,0.12,6,4
Outros,Igor B. Dantas,Perdizes,2024-11-22 19:47:00,ifood,delivery,8.26,17,delivered,48,47.5,123.89,combo,0.12,4,4
Vila Olímpia,Isabela S. Correia,Vila Olímpia,2024-11-22 20:17:00,ifood,delivery,4.33,13,delivered,36,23.6,65.45,prato_unico,0.16,2,5
Morumbi,Yasmin Moreira,Morumbi,2024-11-22 20:26:00,ifood,delivery,6.43,9,delivered,46,32.0,21.66,prato_unico,0.16,1,5
Vila Olímpia,Helena Oliveira,Vila Olímpia,2024-11-22 21:16:00,whatsapp,retirada,0.15,14,delivered,26,13.5,58.24,prato_unico,0.0,1,5
Itaim,Ana Correia,Itaim Bibi,2024-11-22 21:39:00,whatsapp,retirada,0.03,13,delivered,19,18.6,74.27,prato_unico,0.0,1,5
Vila Olímpia,Mariana Pereira,Vila Olímpia,2024-11-22 21:54:00,site_proprio,delivery,3.83,27,delivered,43,50.5,180.11,combo,0.0,7,4
Itaim,Mariana S. Araújo,Itaim Bibi,2024-11-23 00:45:00,ifood,delivery,4.71,41,delivered,49,56.4,245.36,familia,0.12,7,4
Morumbi,Eduardo G. Costa,Morumbi,2024-11-23 04:34:00,site_proprio,delivery,8.39,12,delivered,48,45.9,140.3,combo,0.0,5,5
Brooklin,Bruna Ramos,Campo Belo,2024-11-23 09:02:00,ifood,delivery,1.31,16,delivered,36,11.0,124.46,combo,0.12,4,5
Moema,Natália X. Ferreira,Ibirapuera,2024-11-23 10:33:00,rappi,delivery,2.08,20,delivered,36,22.8,148.23,combo,0.16,5,5
Brooklin,Patrícia T. Araújo,Campo Belo,2024-11-23 12:36:00,ifood,delivery,0.48,23,delivered,38,22.1,121.5,prato_unico,0.16,4,5
Pinheiros,Lucas Lima,Pinheiros,2024-11-23 13:44:00,ifood,delivery,6.34,17,delivered,45,33.26,248.13,familia,0.16,7,4
Itaim,Gustavo N. Teixeira,Itaim Bibi,2024-11-23 13:56:00,ifood,delivery,4.66,11,canceled,49,19.3,86.61,prato_unico,0.16,3,5
Vila Olímpia,Matheus Vieira,Vila Olímpia,2024-11-23 16:16:00,whatsapp,retirada,0.28,9,delivered,19,12.7,59.81,prato_unico,0.0,2,5
Vila Olímpia,Tatiane Y. Barros,Vila Olímpia,2024-11-23 19:56:00,ifood,delivery,2.81,7,delivered,34,15.8,106.85,combo,0.12,1,5
Brooklin,Nicolas Ramos,Brooklin,2024-11-23 20:09:00,ifood,delivery,0.47,11,delivered,33,15.5,53.5,prato_unico,0.16,3,5
Itaim,Henrique Barbosa,Itaim Bibi,2024-11-23 20:56:00,rappi,delivery,3.85,13,delivered,39,30.3,76.61,prato_unico,0.12,3,5
Jardins,Bruna O. Carvalho,Jardim Paulista,2024-11-23 22:03:00,whatsapp,retirada,0.05,6,delivered,21,8.1,63.56,prato_unico,0.0,1,5
Brooklin,Natália Almeida,Campo Belo,2024-11-24 10:34:00,ifood,delivery,1.82,6,delivered,39,15.8,95.91,prato_unico,0.16,4,5
Outros,Gustavo O. Rocha,Bela Vista,2024-11-24 11:03:00,ifood,delivery,6.83,22,delivered,48,46.0,237.65,familia,0.16,6,4
Jardins,Larissa R. Machado,Jardim Paulista,2024-11-24 11:23:00,ifood,delivery,5.67,18,delivered,40,32.3,238.82,familia,0.16,7,5
Vila Olímpia,Nicolas Santos,Vila Olímpia,2024-11-24 11:29:00,ifood,delivery,3.82,43,delivered,47,65.0,251.46,familia,0.16,7,2
Vila Mariana,Júlia Melo,Aclimação,2024-11-24 15:21:00,ifood,delivery,3.52,33,delivered,49,44.8,234.47,familia,0.12,5,5
Vila Olímpia,Ana Gonçalves,Vila Olímpia,2024-11-24 17:07:00,site_proprio,retirada,0.02,6,delivered,21,2.0,60.51,prato_unico,0.0,3,5
Itaim,Gustavo Pereira,Itaim Bibi,2024-11-24 20:12:00,whatsapp,retirada,0.14,14,delivered,20,14.9,48.53,prato_unico,0.0,1,5
Santo Amaro,Gabriela O. Miranda,Santo Amaro,2024-11-24 21:57:00,rappi,delivery,6.35,9,delivered,46,26.0,68.13,prato_unico,0.12,2,5
Moema,Rafael Almeida,Ibirapuera,2024-11-25 03:57:00,ifood,delivery,3.23,9,delivered,39,18.3,69.8,prato_unico,0.12,2,5
Outros,Helena Correia,Perdizes,2024-11-25 08:00:00,ifood,delivery,6.54,19,delivered,47,43.9,137.82,combo,0.12,7,5
Moema,Otávio E. Borges,Ibirapuera,2024-11-25 08:28:00,site_proprio,delivery,2.21,21,delivered,35,32.0,133.63,combo,0.0,3,5
Moema,Sabrina Gomes,Ibirapuera,2024-11-25 09:09:00,site_proprio,retirada,0.3,7,delivered,27,3.9,77.19,prato_unico,0.0,2,5
Vila Mariana,Gustavo Costa,Vila Mariana,2024-11-25 09:21:00,rappi,delivery,4.83,32,delivered,45,48.5,164.44,combo,0.16,6,4
Pinheiros,Ana Oliveira,Pinheiros,2024-11-25 11:06:00,ifood,delivery,4.68,7,delivered,42,28.3,91.22,prato_unico,0.16,1,5
Brooklin,Vítor G. Oliveira,Brooklin,2024-11-25 11:36:00,rappi,delivery,0.1,31,delivered,34,36.9,214.56,familia,0.12,5,4
Moema,Otávio Gonçalves,Ibirapuera,2024-11-25 13:18:00,ifood,delivery,3.5,10,delivered,32,32.8,52.58,prato_unico,0.12,1,4
Santo Amaro,Gabriela Ramos,Chácara Santo Antônio,2024-11-25 13:20:00,site_proprio,delivery,6.1,14,delivered,40,41.1,65.27,prato_unico,0.0,2,5
Vila Olímpia,Yasmin L. Moreira,Vila Olímpia,2024-11-25 13:24:00,rappi,delivery,3.48,19,delivered,45,37.9,114.06,prato_unico,0.16,6,5
Jardins,Yuri Barbosa,Jardim Paulista,2024-11-25 13:29:00,ifood,delivery,5.27,6,delivered,39,16.8,49.87,prato_unico,0.12,1,5
Moema,Bruna Pereira,Moema,2024-11-25 14:11:00,ifood,delivery,2.58,15,delivered,35,31.8,40.9,prato_unico,0.16,1,5
Santo Amaro,Rafaela Almeida,Chácara Santo Antônio,2024-11-25 14:24:00,ifood,delivery,6.03,6,delivered,44,25.9,46.6,prato_unico,0.16,1,5
Brooklin,Júlia J. Correia,Brooklin,2024-11-25 18:00:00,site_proprio,retirada,0.15,24,delivered,26,24.0,157.74,combo,0.0,6,5
Santo Amaro,Pedro Vieira,Chácara Santo Antônio,2024-11-25 19:29:00,ifood,delivery,5.58,39,delivered,44,61.9,269.63,familia,0.16,7,2
Pinheiros,Larissa O. Costa,Pinheiros,2024-11-25 19:47:00,rappi,delivery,6.76,21,delivered,44,49.8,109.83,prato_unico,0.12,2,4
Moema,Caio Mendes,Ibirapuera,2024-11-25 21:39:00,ifood,delivery,2.27,19,delivered,32,30.8,135.23,prato_unico,0.16,6,4
Santo Amaro,Olívia Dantas,Santo Amaro,2024-11-25 22:20:00,rappi,delivery,5.87,24,delivered,41,41.1,227.57,familia,0.16,7,4
Vila Olímpia,Gabriela Batista,Vila Olímpia,2024-11-26 00:07:00,site_proprio,retirada,0.17,6,delivered,19,10.7,54.36,prato_unico,0.0,2,5
Moema,Felipe Z. Dantas,Ibirapuera,2024-11-26 06:23:00,rappi,delivery,2.39,11,delivered,34,16.7,66.41,prato_unico,0.12,2,5
Pinheiros,Yasmin Gonçalves,Pinheiros,2024-11-26 07:34:00,rappi,delivery,4.79,13,delivered,43,34.8,117.17,prato_unico,0.16,4,5
